id,year,area,sp_area,day,body,alternatives,answer
01I,2017,LC - Linguagens e Códigos,Inglês,D1,"QUESTÃO 01  
One of the things that made an incredible impression 
on me in the ﬁlm was Frida’s comfort in and celebration 
of her own unique beauty. She didn’t try to ﬁt into 
conventional ideas or images about womanhood or 
what makes someone or something beautiful. Instead, 
she fully inhabited her own unique gifts, not particularly 
caring what other people thought. She was magnetic and 
beautiful in her own right. She painted for years, not to be 
a commercial success or to be discovered, but to express 
her own inner pain, joy, family, love and culture. She 
absolutely and resolutely was who she was. The trueness 
of her own unique vision and her ability to stand ﬁrmly in 
her own truth was what made her successful in the end.
a autora desse comentário sobre o ﬁlme Frida mostra-se 
impressionada com o fato de a pintora","
A  ter uma aparência exótica.
B  vender bem a sua imagem.
C  ter grande poder de sedução.
D  assumir sua beleza singular.
E  recriar-se por meio da pintura.",D
02I,2017,LC - Linguagens e Códigos,Inglês,D1,"QUESTÃO 02  
British Government to Recruit Teens as Next 
Generation of Spies
In the 50 years since the ﬁrst James Bond movie 
created a lasting impression of a British secret agent, 
a completely different character is about to emerge. 
Britain’s intelligence agencies are to recruit their next 
generation of cyber spies by harnessing the talents of the 
“Xbox generation”.
In an expansion of a pilot program, Foreign Secretary 
William Hague announced Thursday that up to 100 
18-year-olds will be given the chance to train for a 
career in Britain’s secret services. The move to recruit  
school-leavers marks a break with the past, when agencies 
mainly drew their staff from among university graduates.
“Young people are the key to our country’s future 
success, just as they were during the War”, Hague said. 
“Today we are not at war, but I see evidence every day of 
deliberate, organized attacks against intellectual property 
and government networks in the United Kingdom.”
The new recruitment program, called the Single 
Intelligence Account apprenticeship scheme will enable 
students with suitable qualiﬁcations in science, technology 
or engineering, to spend two years learning about 
communications, security and engineering through formal 
education, technical training and work placements.
Segundo informações veiculadas pela NBC News, a 
geração digital já tem seu espaço conquistado nas 
agências britânicas de inteligência. O governo britânico 
decidiu que","
A  enfrentará a guerra vigente e deliberada contra a propriedade intelectual no Reino Unido.
B  abandonará a política de contratação de universitários como agentes secretos.
C  recrutará jovens jogadores de Xbox como ciberespiões das agências de inteligência.
D  implantará um esquema de capacitação de adolescentes para atuarem como agentes secretos.
E  anunciará os nomes dos jovens a serem contratados pelas agências de inteligência.",D
03I,2017,LC - Linguagens e Códigos,Inglês,D1,"QUESTÃO 03  
Descrição da propaganda: Cartaz com a imagem de 
um parafuso e uma ruela caídos no chão em meio a 
uma pequena poça de um líquido escuro e viscoso. 
Acima da imagem, o texto: “Take your car just anyplace 
for an oil change, and you may regret it down the road.”
Nesse texto publicitário são utilizados recursos verbais e 
não verbais para transmitir a mensagem. Ao associar os 
termos anyplace e regret à imagem do texto, constata-se 
que o tema da propaganda é a importância da","
A  preservação do meio ambiente.
B  manutenção do motor.
C  escolha da empresa certa.
D  consistência do produto.
E  conservação do carro.",C
04I,2017,LC - Linguagens e Códigos,Inglês,D1,"QUESTÃO 04  
Letters
Children and Guns 
Published: May 7, 2013 
To the Editor: Re “Girl’s Death by Gunshot Is Rejected as 
Symbol” (news article, May 6): 
I ﬁnd it abhorrent that the people of Burkesville, Ky., are not 
willing to learn a lesson from the tragic shooting of a 2-year-
old girl by her 5-year-old brother. I am not judging their 
lifestyle of introducing guns to children at a young age, but I 
do feel that it’s irresponsible not to practice basic safety with 
anything potentially lethal — guns, knives, ﬁre and so on. 
How can anyone justify leaving guns lying around, unlocked 
and possibly loaded, in a home with two young children? 
I wish the family of the victim comfort during this difﬁcult 
time, but to dismiss this as a simple accident leaves open 
the potential for many more such “accidents” to occur. 
I hope this doesn’t have to happen several more times for 
legislators to realize that something needs to be changed.
EMILY LOUBATON
Brooklyn, May 6, 2013
No que diz respeito à tragédia ocorrida em Burkesville, a 
autora da carta enviada ao The New York Times busca","
A  reconhecer o acidente noticiado como um fato isolado.
B  responsabilizar o irmão da vítima pelo incidente ocorrido.
C  apresentar versão diferente da notícia publicada pelo jornal.
D  expor sua indignação com a negligência de portadores de armas.
E  reforçar a necessidade de proibição do uso de armas por crianças.",D
05I,2017,LC - Linguagens e Códigos,Inglês,D1,"QUESTÃO 05  
Israel Travel Guide
Israel has always been a standout destination. 
From the days of prophets to the modern day nomad this 
tiny slice of land on the eastern Mediteranean has long 
attracted visitors. While some arrive in the ‘Holy Land’ on 
a spiritual quest, many others are on cultural tours, beach 
holidays and eco-tourism trips. Weeding through Israel’s 
convoluted history is both exhilarating and exhausting. 
There are crumbling temples, ruined cities, abandoned 
forts and hundreds of places associated with the Bible. 
And while a sense of adventure is required, most sites 
are safe and easily accessible. Most of all, Israel is about 
its incredibly diverse population. Jews come from all over 
the world to live here, while about 20% of the population 
is Muslim. Politics are hard to get away from in Israel as 
everyone has an opinion on how to move the country 
forward — with a ready ear you’re sure to hear opinions 
from every side of the political spectrum.
Antes de viajar, turistas geralmente buscam informações 
sobre o local para onde pretendem ir. O trecho do guia de 
viagens de Israel","
A  descreve a história desse local para que turistas valorizem seus costumes milenares.
B  informa hábitos religiosos para auxiliar turistas a entenderem as diferenças culturais.
C  divulga os principais pontos turísticos para ajudar turistas a planejarem sua viagem.
D  recomenda medidas de segurança para alertar turistas sobre possíveis riscos locais.
E  apresenta aspectos gerais da cultura do país para continuar a atrair turistas estrangeiros.",E
01E,2017,LC - Linguagens e Códigos,Espanhol,D1,"QUESTÃO 01  
El carpintero
Orlando Goicoechea reconoce las maderas por el 
olor, de qué árboles vienen, qué edad tienen, y oliéndolas 
sabe si fueron cortadas a tiempo o a destiempo y les 
adivina los posibles contratiempos.
Al cabo de tantos años de trabajo, Orlando se ha dado 
el lujo de comprarse un video, y ve una película tras otra.
No sabía que eras loco por cine le dice el vecino.
Y Orlando le explica que no, que a él ni le va ni le 
viene, pero gracias al video puede detener las películas 
para estudiar los muebles.
No conto de Galeano, a expressão ni le va ni le viene 
encerra uma opinião a respeito de cinema que","
A  desconstrói a ideia central do conto sobre a importância das atividades de lazer.
B  contradiz a percepção que o narrador tem em relação à proﬁssão exercida por Orlando.
C  revela o descaso do narrador com relação ao ofício desempenhado por Orlando.
D  reforça a impressão do vizinho de que Orlando gostava de ﬁlmes.
E  evidencia a extrema devoção do carpinteiro ao seu ofício.",E
02E,2017,LC - Linguagens e Códigos,Espanhol,D1,"QUESTÃO 02  
El virus del papiloma humano (HPV) también es 
un problema de hombres
Para algunos hombres, el virus del papiloma humano 
(HPV) es algo muy lejano. Se olvidan de que ellos también 
se infectan y de que, al contagiarnos, nos están regalando 
un pasaporte mágico para el cáncer cérvico-uterino — 
segunda causa de muerte entre las mujeres de México 
—; incluso me ha tocado escuchar en boca de algunos de 
ellos que “sólo se trata de una infeccioncita”. Pues bien, 
el HPV también es un problema de hombres, no sólo 
porque propaga la infección entre la población femenina, 
sino también porque este virus produce otros problemas 
de salud tanto en hombres como en mujeres, incluyendo 
verrugas genitales y cáncer de boca y garganta que, si bien 
no son tan conocidos o alarmantes por su cantidad, como 
otros tipos de cáncer, también constituyen un riesgo. Por 
lo anterior, la Academia Americana de Pediatría decidió 
enfrentarse al HPV mediante vacunas que se ponen tanto 
a mujeres como hombres. Los especialistas aﬁrman que 
la vacuna es más efectiva si se administra antes de que el 
niño se vuelva sexualmente activo, y responde mejor en 
el organismo de varones entre 9 y 15 años.
O texto aborda a temática do HPV. Ao discorrer sobre o 
contágio e a prevenção do papiloma humano, a autora 
informa aos leitores que esse vírus é","
A  estudado pela Academia Americana de Pediatria por seus efeitos em crianças.
B  responsável pelo aumento de casos de câncer na população jovem mexicana.
C ignorado pelos homens por se restringir à população feminina.
D  combatido por vacinas que devem ser aplicadas tanto em mulheres quanto em homens.
E  classiﬁcado como um problema superável pela facilidade com que se enfrenta a infecção.",D
03E,2017,LC - Linguagens e Códigos,Espanhol,D1,"QUESTÃO 03  
Aquí estoy establecido,
En los Estados Unidos,
Diez años pasaron ya,
En que crucé de mojado,
Papeles no he arreglado,
Sigo siendo un ilegal.
Tengo mi esposa y mis hijos,
Que me los traje muy chicos,
Y se han olvidado ya,
De mi México querido,
Del que yo nunca me olvido,
Y no puedo regresar.
[...]
Mis hijos no hablan conmigo,
Otro idioma han aprendido,
Y olvidado el español,
Piensan como americanos,
Niegan que son mexicanos,
Aunque tengan mi color.
a letra de canção coloca em cena um dilema por vezes 
vivenciado por imigrantes. Esse dilema se conﬁgura no 
sentimento do pai em relação ao(à)","
A  diluição de sua identidade latino-americana, advinda do contato cotidiano com o outro.
B  distanciamento dos ﬁlhos, gerado pela apropriação da língua e da cultura do outro.
C  preconceito étnico-racial sofrido pelos imigrantes mexicanos no novo país.
D  desejo de se integrar à nova cultura e de se comunicar na outra língua.
E  vergonha perante os ﬁlhos de viver ilegalmente em outro país.",B
04E,2017,LC - Linguagens e Códigos,Espanhol,D1,"QUESTÃO 04  
Emotivo encuentro en la universidad pública
El entonces mandatario uruguayo recibió el cariño 
de sus compatriotas residentes en Nueva York e informó 
sobre la evolución del país, las políticas de gobierno, 
los avances y cuentas pendientes. Como en ocasiones 
similares, se multiplicaron las muestras de respeto y 
emoción. “Una nación es un formidable sentimiento de un 
‘nosotros’”, dijo.
Mujica comenzó su discurso relatando lo recogido 
de otras experiencias de comunidades en el exilio. 
“Muchos de ustedes echaron raíces, tienen hijos y no 
pueden cometer la agresión de descuajarle la vida. 
Tienen que cargar con esa nostalgia de ser de allá, pero 
estar acá”, dijo.
“Estamos metidos en la lucha por mejorar las 
circunstancias, con el sueño de que las generaciones que 
vengan, puedan venir con más soltura, con más apoyo”, 
dijo el Presidente.
Mujica se reﬁrió a algunas críticas que reciben 
algunas políticas sociales. “Nos acusan de que damos 
sin contrapartida. Nos dicen ‘a la gente no hay que 
darle pescado, sino enseñarle a pescar’. Sí — razonó 
el Presidente —, pero cuando le afanaste la caña, le 
afanaste el bote, ¿qué le vas a pedir? Para atrás no 
arreglamos, arreglamos para adelante.”
No discurso dirigido aos compatriotas radicados em Nova 
York, o então presidente Mujica expressa o desejo de que 
os cidadãos que vivem no Uruguai","
A  apoiem as políticas públicas aﬁrmativas.
B  integrem-se ao processo de globalização.
C  cultivem o sentimento nacionalista.
D  ofereçam uma contrapartida à nação.
E  tenham melhores condições de vida.",E
05E,2017,LC - Linguagens e Códigos,Espanhol,D1,"QUESTÃO 05  
El eclipse
Cuando Fray Bartolomé Arrazola se sintió perdido 
aceptó que ya nada podría salvarlo. La selva poderosa 
de Guatemala lo había apresado, implacable y deﬁnitiva. 
Ante su ignorancia topográﬁca se sentó con tranquilidad 
a esperar la muerte. Al despertar se encontró rodeado por 
un grupo de indígenas de rostro impasible que se disponía 
a sacriﬁcarlo ante un altar, un altar que a Bartolomé le 
pareció como el lecho en que descansaría, al ﬁn, de sus 
temores, de su destino, de sí mismo. Tres años en el país 
le habían conferido un mediano dominio de las lenguas 
nativas. Intentó algo. Dijo algunas palabras que fueron 
comprendidas. Entonces floreció en él una idea que tuvo 
por digna de su talento y de su cultura universal y de su 
arduo conocimiento de Aristóteles. Recordó que para ese 
día se esperaba un eclipse total de sol. Y dispuso, en lo 
más íntimo, valerse de aquel conocimiento para engañar 
a sus opresores y salvar la vida. — Si me matáis — les 
dijo — puedo hacer que el sol se oscurezca en su altura.  
Los indígenas lo miraron ﬁjamente y Bartolomé sorprendió 
la incredulidad en sus ojos. Vio que se produjo un pequeño 
consejo, y esperó conﬁado, no sin cierto desdén. 
Dos horas después el corazón de Fray Bartolomé Arrazola 
chorreaba su sangre vehemente sobre la piedra de los 
sacriﬁcios (brillante bajo la opaca luz de un sol eclipsado), 
mientras uno de los indígenas recitaba sin ninguna 
inflexión de voz, sin prisa, una por una las inﬁnitas fechas 
en que se producirían eclipses solares y lunares, que 
los astrónomos de la comunidad maya habían previsto y 
anotado en sus códices sin la valiosa ayuda de Aristóteles.
No texto, confrontam-se duas visões de mundo: a da 
cultura ocidental, representada por Frei Bartolomé 
Arrazola, e a da mítica pré-hispânica, representada pela 
comunidade indígena maia. Segundo a narrativa,","
A  os catequizadores espanhóis avalizam os saberes produzidos pelas comunidades indígenas hispano-americanas.
B  os indígenas da comunidade maia mostram-se perplexos diante da superioridade do conhecimento aristotélico do frei espanhol.
C  o catequizador espanhol Arrazola apresenta-se adaptado às culturas autóctones, ao promover a interlocução entre os conhecimentos aristotélico e indígena.
D  o episódio representa, de forma neutra, o signiﬁcado do conhecimento ancestral indígena, quando comparado ao conhecimento ocidental.
E  os conhecimentos acadêmicos de Arrazola são insuﬁcientes para salvá-lo da morte, ante a sabedoria astronômica da cultura maia.",E
